OBJ_ID,Dat_obs,Hr_obs,Nb_coyotes,Alimentation,Statut_animal,Periode,Comp_class,Com_code,Cote,Territoire,Statut_mention,Provenance,Verif,X,Y,Lat,Long,geometry
7,"2017-07-16","01:15:29",,,,"nuit",,,,"Ahuntsic-Cartierville","Valide","SPVM","oui",293843.3138,5046237.826,"45,55596629","-73,64033938",POINT (293843.3138 5046237.826)
8,"2017-07-18","04:07:24",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293963.8187,5045952.301,"45,55339892","-73,63878957",POINT (293963.8187 5045952.301)
9,"2017-07-18","04:07:24",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",292148.4158,5046319.458,"45,5566721","-73,66205061",POINT (292148.4158 5046319.458)
10,"2017-07-19","01:16:37",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293955.1014,5045938.282,"45,55327264","-73,63890091",POINT (293955.1014 5045938.282)
11,"2017-07-22","01:03:24",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",292633.8014,5047124.044,"45,56392066","-73,65585348",POINT (292633.8014 5047124.044)
12,"2017-07-22","23:50:27",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293636.2922,5047054.122,"45,56330828","-73,64300965",POINT (293636.2922 5047054.122)
13,"2017-07-24","14:36:28",1,,,"jour","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",293906.2193,5047858.72,"45,57055257","-73,63956976",POINT (293906.2193 5047858.72)
14,"2017-07-26","22:02:58",1,,,"nuit","inconnue",1,0,"Mercier—Hochelaga-Maisonneuve","Valide","SPVM","oui",302176.5071,5047676.443,"45,5689927","-73,53361093",POINT (302176.5071 5047676.443)
15,"2017-07-27","01:53:28",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293973.9632,5046016.053,"45,55397274","-73,63866105",POINT (293973.9632 5046016.053)
16,"2017-07-27","02:17:55",,,,"nuit",,,,"Ahuntsic-Cartierville","Valide","SPVM","oui",293264.7938,5047312.447,"45,56562671","-73,64777471",POINT (293264.7938 5047312.447)
17,"2017-07-27","21:52:14",,,,"nuit",,,,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",294140.6924,5047653.033,"45,56870537","-73,63656125",POINT (294140.6924 5047653.033)
18,"2017-07-30","00:43:44",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293377.0136,5048541.751,"45,5766902","-73,64636583",POINT (293377.0136 5048541.751)
19,"2017-07-30","00:54:18",1,,,"nuit","6",11,9.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293515.9594,5048289.121,"45,57441923","-73,64457965",POINT (293515.9594 5048289.121)
20,"2017-08-01","21:22:24",1,,,"nuit","6",11,9.6,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",294105.0578,5047578.375,"45,56803303","-73,63701614",POINT (294105.0578 5047578.375)
21,"2017-08-01","23:53:57",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",294227.36,5046401.77,"45,55744744","-73,63542386",POINT (294227.36 5046401.77)
22,"2017-08-02","23:58:48",1,,,"nuit","6",11,9.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",294612.8886,5045733.654,"45,55144126","-73,63047176",POINT (294612.8886 5045733.654)
24,"2017-08-03","22:04:02",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293444.9585,5045374.253,"45,54818919","-73,64542168",POINT (293444.9585 5045374.253)
25,"2017-08-03","19:15:57",,,,"jour",,,,"Ahuntsic-Cartierville","Valide","SPVM","oui",293266.2858,5045569.405,"45,54994229","-73,6477145",POINT (293266.2858 5045569.405)
26,"2017-08-03","23:19:45",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",294615.8098,5045701.139,"45,55114873","-73,63043367",POINT (294615.8098 5045701.139)
28,"2017-08-06","02:45:15",1,,,"nuit","inconnue",1,0,"Mercier—Hochelaga-Maisonneuve","Valide","SPVM","oui",302663.0832,5046316.941,"45,55676112","-73,52737121",POINT (302663.0832 5046316.941)
29,"2017-08-07","05:03:42",2,"ordures",,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293679.9835,5047053.827,"45,56330632","-73,64244995",POINT (293679.9835 5047053.827)
30,"2017-08-09","01:38:46",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",291272.6156,5046419.744,"45,55755804","-73,67327122",POINT (291272.6156 5046419.744)
31,"2017-08-10","00:27:31",,"ordures",,"nuit",,,,"Ahuntsic-Cartierville","Valide","SPVM","oui",293696.4477,5047047.789,"45,56325226","-73,64223891",POINT (293696.4477 5047047.789)
32,"2017-08-10","03:08:04",,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",290352.6549,5045280.511,"45,54728839","-73,68502122",POINT (290352.6549 5045280.511)
34,"2017-08-10","23:00:50",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293406.1659,5046853.664,"45,56150077","-73,64595294",POINT (293406.1659 5046853.664)
35,"2017-08-11","00:16:39",1,,,"nuit","5",10,8.6,"Saint-Laurent","Valide","SPVM","oui",291675.2851,5043156.538,"45,52820235","-73,66802599",POINT (291675.2851 5043156.538)
36,"2017-08-12","20:50:29",1,,,"nuit","4",9,7.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",291744.4144,5044590.864,"45,5411102","-73,66717922",POINT (291744.4144 5044590.864)
37,"2017-08-12","21:18:35",1,,,"nuit","4",9,7.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",292271.1788,5045807.777,"45,55207005","-73,66046508",POINT (292271.1788 5045807.777)
38,"2017-08-30","21:38:26",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293696.7397,5045153.948,"45,54621087","-73,64219218",POINT (293696.7397 5045153.948)
40,"2017-08-14","20:58:43",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",289255.744,5044652.693,"45,54161548","-73,69904889",POINT (289255.744 5044652.693)
41,"2017-08-14","22:13:25",1,,,"nuit","inconnue",1,0,"Saint-Laurent","Valide","SPVM","oui",292113.7977,5042029.347,"45,51806759","-73,66238288",POINT (292113.7977 5042029.347)
42,"2017-08-14","22:51:51",1,,,"nuit","inconnue",1,0,"Saint-Laurent","Valide","SPVM","oui",291546.8131,5043413.725,"45,53051418","-73,66967767",POINT (291546.8131 5043413.725)
43,"2017-08-14","23:09:40",1,,,"nuit","inconnue",1,0,"Saint-Laurent","Valide","SPVM","oui",291359.2551,5043502.241,"45,53130708","-73,67208135",POINT (291359.2551 5043502.241)
44,"2017-08-14","23:09:34",1,,,"nuit","inconnue",1,0,"Saint-Laurent","Valide","SPVM","oui",290956.2881,5043247.791,"45,52900956","-73,67723331",POINT (290956.2881 5043247.791)
45,"2017-08-14","23:50:12",1,"ordures",,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",291364.9082,5044175.541,"45,53736577","-73,67202745",POINT (291364.9082 5044175.541)
46,"2017-08-15","00:24:35",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",294585.1634,5046043.043,"45,55422484","-73,63083331",POINT (294585.1634 5046043.043)
47,"2017-08-16","04:58:52",1,"ordures",,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293923.7128,5045913.464,"45,55304882","-73,63930238",POINT (293923.7128 5045913.464)
48,"2017-08-16","21:43:59",1,"ordures",,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293378.8595,5046864.533,"45,56159812","-73,64630299",POINT (293378.8595 5046864.533)
49,"2017-08-16","22:33:12",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",294237.4879,5046461.367,"45,55798387","-73,63529542",POINT (294237.4879 5046461.367)
50,"2017-08-16","00:35:39",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",294595.4807,5045752.752,"45,55161286","-73,63069511",POINT (294595.4807 5045752.752)
51,"2017-08-17","05:22:55",1,"ordures",,"jour","inconnue",1,0,"Saint-Laurent","Valide","SPVM","oui",291410.2566,5042891.386,"45,52581138","-73,67141169",POINT (291410.2566 5042891.386)
52,"2017-08-17","21:12:46",,,,"nuit","inconnue",1,0,"Saint-Laurent","Valide","SPVM","oui",290785.2755,5043279.669,"45,529293","-73,67942359",POINT (290785.2755 5043279.669)
53,"2017-08-17","22:02:13",2,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",288942.5668,5044869.176,"45,5435564","-73,70306621",POINT (288942.5668 5044869.176)
54,"2017-08-18","00:58:51",,,,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",295692.9412,5047754.697,"45,56964221","-73,61667662",POINT (295692.9412 5047754.697)
55,"2017-08-18","21:09:26",1,,,"nuit","inconnue",1,0,"Saint-Laurent","Valide","SPVM","oui",288144.5772,5042124.199,"45,51883758","-73,71319165",POINT (288144.5772 5042124.199)
56,"2017-08-18","22:30:37",1,,,"nuit","2",5,3.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293307.8652,5047052.618,"45,5632894","-73,64721683",POINT (293307.8652 5047052.618)
58,"2017-08-19","23:59:55",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",294914.6702,5046161.455,"45,55529511","-73,62661534",POINT (294914.6702 5046161.455)
59,"2017-08-19","20:40:49",1,,,"nuit","5",10,8.6,"Saint-Laurent","Valide","SPVM","oui",291700.1677,5043036.714,"45,52712459","-73,66770423",POINT (291700.1677 5043036.714)
60,"2017-08-19","21:54:18",1,,,"nuit","2",5,3.6,"Mont-Royal","Valide","SPVM","oui",293179.6639,5042963.125,"45,52648865","-73,64876202",POINT (293179.6639 5042963.125)
61,"2017-08-19","23:34:36",1,,,"nuit","2",5,3.6,"Saint-Laurent","Valide","SPVM","oui",291441.0852,5042892.028,"45,52581774","-73,67101705",POINT (291441.0852 5042892.028)
62,"2017-08-20","00:12:09",,,,"nuit",,,,"Ahuntsic-Cartierville","Valide","SPVM","oui",291849.8047,5044004.958,"45,53583999","-73,66581418",POINT (291849.8047 5044004.958)
63,"2017-08-21","00:00:37",1,"ordures",,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",293787.7185,5047464.237,"45,56700103","-73,64107909",POINT (293787.7185 5047464.237)
64,"2017-08-21","20:36:05",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",294673.1003,5046148.182,"45,55517219","-73,62970918",POINT (294673.1003 5046148.182)
65,"2017-08-22","21:59:19",1,,,"nuit","5",10,8.6,"Saint-Laurent","Valide","SPVM","oui",291722.018,5043086.731,"45,52757508","-73,66742584",POINT (291722.018 5043086.731)
66,"2017-08-22","23:57:12",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293077.0198,5045939.96,"45,55327351","-73,65014733",POINT (293077.0198 5045939.96)
67,"2017-08-23","01:19:02",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293819.976,5046661.27,"45,55977619","-73,64064781",POINT (293819.976 5046661.27)
68,"2017-08-23","02:46:58",1,,,"nuit","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",293525.2181,5047195.09,"45,56457496","-73,64443578",POINT (293525.2181 5047195.09)
69,"2017-08-23","20:37:10",2,,,"nuit","2",5,3.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",291053.3713,5044645.74,"45,5415907","-73,67602965",POINT (291053.3713 5044645.74)
70,"2017-08-23","21:06:12",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",292019.2441,5044978.76,"45,54460572","-73,66367011",POINT (292019.2441 5044978.76)
71,"2017-08-23","21:02:47",1,,,"nuit","4",9,7.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",294646.8707,5045786.648,"45,55191862","-73,63003764",POINT (294646.8707 5045786.648)
72,"2017-08-25","21:36:33",1,,,"nuit","4",9,7.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",294981.2373,5046139.595,"45,55509934","-73,62576228",POINT (294981.2373 5046139.595)
73,"2017-08-26","21:36:33",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293364.5807,5046496.153,"45,5582831","-73,64647728",POINT (293364.5807 5046496.153)
74,"2017-08-28","20:56:08",1,,,"nuit","6",11,9.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",291174.8924,5044138.909,"45,53703246","-73,67445944",POINT (291174.8924 5044138.909)
75,"2017-08-28","21:31:05",1,,,"nuit","2",5,3.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",291507.9667,5045116.716,"45,54583752","-73,67022124",POINT (291507.9667 5045116.716)
76,"2017-08-28","22:00:45",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293126.1711,5044555.875,"45,54081988","-73,64948479",POINT (293126.1711 5044555.875)
77,"2017-08-28","22:34:13",,,,"nuit",,,,"Ahuntsic-Cartierville","Valide","SPVM","oui",294656.0505,5046141.645,"45,55511313","-73,62992743",POINT (294656.0505 5046141.645)
78,"2017-08-29","20:42:12",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",290480.432,5044211.403,"45,53767085","-73,68335357",POINT (290480.432 5044211.403)
80,"2017-08-29","13:48:23",1,,,"jour","inconnue",1,0,"Saint-Laurent","Valide","SPVM","oui",292436.6878,5042899.556,"45,52590385","-73,65827187",POINT (292436.6878 5042899.556)
81,"2017-08-31","20:26:11",1,"ordures",,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",291466.2079,5044343.495,"45,53887902","-73,67073495",POINT (291466.2079 5044343.495)
82,"2017-08-31","21:12:04",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","MFFP","oui",291947.964,5045416.224,"45,54854085","-73,66459441",POINT (291947.964 5045416.224)
83,"2017-09-01","09:12:27",,,,"jour",,,,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",294149.2237,5047671.961,"45,56887582","-73,63645236",POINT (294149.2237 5047671.961)
85,"2017-09-01","21:41:51",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",290939.3737,5044533.261,"45,54057632","-73,67748623",POINT (290939.3737 5044533.261)
86,"2017-09-02","05:28:12",1,"ordures",,"jour","inconnue",1,0,"Ahuntsic-Cartierville","Valide","MFFP","oui",291373.6336,5044492.963,"45,5402222","-73,67192443",POINT (291373.6336 5044492.963)
87,"2017-09-03","02:41:01",1,,,"nuit","2",5,3.6,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",293668.5072,5047104.872,"45,56376546","-73,64259813",POINT (293668.5072 5047104.872)
88,"2017-09-06","02:43:24",1,,,"nuit","2",5,3.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",290210.1025,5044734.675,"45,54237382","-73,68683055",POINT (290210.1025 5044734.675)
90,"2017-09-11","10:02:58",1,,,"jour","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","MFFP","oui",296122.2177,5047836.082,"45,57038003","-73,61117833",POINT (296122.2177 5047836.082)
91,"2017-09-13","20:29:17",,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",292351.3909,5045756.086,"45,55160636","-73,65943644",POINT (292351.3909 5045756.086)
92,"2017-09-13","20:28:39",,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",292747.591,5046005.225,"45,55385516","-73,65436823",POINT (292747.591 5046005.225)
93,"2017-09-14","23:57:51",1,,,"nuit","4",9,7.6,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",294436.7555,5047681.944,"45,56896999","-73,63276887",POINT (294436.7555 5047681.944)
94,"2017-09-15","20:06:21",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",294069.5352,5046359.017,"45,55706032","-73,63744448",POINT (294069.5352 5046359.017)
95,"2017-09-15","20:29:12",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",294551.799,5046050.751,"45,55429371","-73,63126081",POINT (294551.799 5046050.751)
96,"2017-09-15","20:57:39",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",294979.8431,5046037.826,"45,55418357","-73,6257781",POINT (294979.8431 5046037.826)
97,"2017-09-15","21:11:52",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",294825.5242,5045937.046,"45,55327453","-73,62775258",POINT (294825.5242 5045937.046)
98,"2017-09-15","21:25:12",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",294851.6778,5046045.365,"45,55424959","-73,62741981",POINT (294851.6778 5046045.365)
99,"2017-09-15","23:15:00",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",291763.6552,5043853.022,"45,53447121","-73,66691319",POINT (291763.6552 5043853.022)
100,"2017-09-17","21:36:17",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",292384.2523,5045876.632,"45,55269166","-73,65901862",POINT (292384.2523 5045876.632)
101,"2017-09-17","22:33:14",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",293762.6635,5046750.226,"45,56057575","-73,64138395",POINT (293762.6635 5046750.226)
102,"2017-09-18","16:15:29",1,,,"jour","inconnue",1,0,"Saint-Laurent","Valide","SPVM","oui",291503.3055,5042336.451,"45,52081965","-73,67020545",POINT (291503.3055 5042336.451)
103,"2017-09-21","20:08:01",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",291379.7781,5046186.68,"45,55546294","-73,67189219",POINT (291379.7781 5046186.68)
104,"2017-09-21","21:06:04",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",292042.6345,5046376.163,"45,55718042","-73,66340701",POINT (292042.6345 5046376.163)
105,"2017-09-21","21:05:21",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",292813.1804,5046166.793,"45,55531014","-73,65353212",POINT (292813.1804 5046166.793)
106,"2017-09-21","21:17:45",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",292992.5357,5046630.961,"45,55948993","-73,65124608",POINT (292992.5357 5046630.961)
107,"2017-09-21","21:56:36",1,"Autre",,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",294328.5378,5046344.481,"45,55693346","-73,63412666",POINT (294328.5378 5046344.481)
108,"2017-09-22","21:56:31",1,,,"nuit","inconnue",1,0,"Saint-Laurent","Valide","SPVM","oui",289148.7758,5040862.543,"45,50750801","-73,70029758",POINT (289148.7758 5040862.543)
109,"2017-09-24","22:08:05",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",288484.486,5043773.371,"45,53368542","-73,70889572",POINT (288484.486 5043773.371)
110,"2017-09-25","11:07:42",1,,,"jour","inconnue",1,0,"Villeray—Saint-Michel—Parc-Extension","Valide","SPVM","oui",293791.7561,5044278.698,"45,53833658","-73,64095569",POINT (293791.7561 5044278.698)
111,"2017-09-26","19:53:22",1,,,"nuit","1",2,0.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",293764.7442,5046494.098,"45,55827106","-73,64135152",POINT (293764.7442 5046494.098)
112,"2017-09-26","20:12:09",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","SPVM","oui",294381.7335,5046265.187,"45,55622075","-73,6334436",POINT (294381.7335 5046265.187)
113,"2017-09-27","11:00:54",1,,,"jour","inconnue",1,0,"Saint-Laurent","Valide","SPVM","oui",290432.7981,5042510.71,"45,52236645","-73,68391361",POINT (290432.7981 5042510.71)
114,"2017-06-28","23:45:00",1,"Autre",,"nuit","2",5,3.6,"Ahuntsic-Cartierville","Valide","MFFP","oui",294856.103,5046191.266,"45,55556252","-73,6273661",POINT (294856.103 5046191.266)
115,"2017-06-25","22:20:00",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","MFFP","oui",294784.6228,5046261.96,"45,55619763","-73,62828309",POINT (294784.6228 5046261.96)
116,"2017-06-18","02:00:00",1,,,"nuit","6",11,9.6,"Ahuntsic-Cartierville","Valide","MFFP","oui",293751.739,5046630.837,"45,55950127","-73,6415212",POINT (293751.739 5046630.837)
117,"2017-07-17","23:15:00",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","MFFP","oui",294003.6028,5046063.068,"45,55439626","-73,63828246",POINT (294003.6028 5046063.068)
118,"2017-06-15","22:40:00",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","MFFP","oui",293560.2871,5047054.78,"45,56331298","-73,64398331",POINT (293560.2871 5047054.78)
119,"2017-06-17","03:15:00",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","MFFP","oui",293971.3495,5045986.118,"45,55370334","-73,63869386",POINT (293971.3495 5045986.118)
120,"2017-06-09","02:45:00",1,,,"nuit","5",10,8.6,"Villeray—Saint-Michel—Parc-Extension","Valide","MFFP","oui",294951.3193,5046330.436,"45,55681617","-73,62614933",POINT (294951.3193 5046330.436)
121,"2017-07-07","20:00:00",1,,,"crepuscule","4",8,6.8,"Ahuntsic-Cartierville","Valide","MFFP","oui",294016.8789,5046090.622,"45,5546444","-73,63811302",POINT (294016.8789 5046090.622)
122,"2017-07-16","00:10:00",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","MFFP","oui",293812.4515,5046031.455,"45,55410881","-73,64073005",POINT (293812.4515 5046031.455)
123,"2017-06-25","03:00:00",1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","MFFP","oui",294482.8602,5045752.693,"45,55161067","-73,6321375",POINT (294482.8602 5045752.693)
124,"2017-06-26","23:24:43",1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","MFFP","oui",294551.1935,5046209.973,"45,55572643","-73,6312719",POINT (294551.1935 5046209.973)
126,"2017-06-02","01:55:42",1,,,"nuit","2",5,3.6,"Ahuntsic-Cartierville","Valide","MFFP","oui",293721.7583,5046759.894,"45,5606621","-73,64190815",POINT (293721.7583 5046759.894)
127,"2017-08-09",,1,,,,,,,"Ahuntsic-Cartierville","Valide","MFFP","oui",292488.5799,5046743.893,"45,56049739","-73,65770425",POINT (292488.5799 5046743.893)
128,"2017-08-14",,1,,,,"3",7,5.6,"Saint-Laurent","Valide","MFFP","oui",290995.6016,5042573.381,"45,52294177","-73,676711",POINT (290995.6016 5042573.381)
129,"2017-08-16",,1,"ordures",,,"inconnue",1,0,"Ahuntsic-Cartierville","Valide","MFFP","oui",293484.4439,5046800.419,"45,56102293","-73,64494899",POINT (293484.4439 5046800.419)
130,"2017-08-17",,1,,,,,,,"Ahuntsic-Cartierville","Valide","MFFP","oui",290929.999,5044521.761,"45,54047265","-73,67760595",POINT (290929.999 5044521.761)
131,"2017-10-13",,1,,,,"5",10,8.6,"Ahuntsic-Cartierville","Valide","MFFP","oui",294492.7274,5046349.938,"45,55698502","-73,63202371",POINT (294492.7274 5046349.938)
132,"2017-10-08",,1,,,"nuit","5",10,8.6,"Ahuntsic-Cartierville","Valide","MFFP","oui",291033.1679,5044179.357,"45,53739364","-73,67627525",POINT (291033.1679 5044179.357)
133,"2017-10-03","22:36:58",1,,,"nuit","4",9,7.6,"Ahuntsic-Cartierville","Valide","SPVM","oui",292874.6279,5045462.388,"45,54897273","-73,65272791",POINT (292874.6279 5045462.388)
134,"2017-10-03",,1,,,,"inconnue",1,0,"Ahuntsic-Cartierville","Valide","MFFP","oui",294073.5388,5046340.495,"45,55689372","-73,63739279",POINT (294073.5388 5046340.495)
135,"2017-10-02",,1,,,,"4",9,7.6,"Ahuntsic-Cartierville","Valide","MFFP","oui",288506.8386,5043755.601,"45,53352605","-73,70860894",POINT (288506.8386 5043755.601)
136,"2017-10-07",,3,,,,"3",7,5.6,"Anjou","Valide","MFFP","oui",300772.3629,5052928.394,"45,61624455","-73,55164348",POINT (300772.3629 5052928.394)
137,"2017-08-28",,1,,,,"4",9,7.6,"Ahuntsic-Cartierville","Valide","MFFP","oui",291178.0496,5044220.604,"45,53776763","-73,67442129",POINT (291178.0496 5044220.604)
138,"2017-08-29",,1,,,,"inconnue",1,0,"Ahuntsic-Cartierville","Valide","MFFP","oui",294664.5579,5045931.896,"45,55322586","-73,62981412",POINT (294664.5579 5045931.896)
139,"2017-08-29",,1,,,,"inconnue",1,0,"Ahuntsic-Cartierville","Valide","MFFP","oui",291520.2186,5043685.044,"45,53295509","-73,67002551",POINT (291520.2186 5043685.044)
140,"2017-08-31",,1,,,,"inconnue",1,0,"Ahuntsic-Cartierville","Valide","MFFP","oui",292323.2113,5045696.746,"45,55107189","-73,65979584",POINT (292323.2113 5045696.746)
141,"2017-08-31",,1,,,,"inconnue",1,0,"Ahuntsic-Cartierville","Valide","MFFP","oui",291410.45,5044356.731,"45,53899706","-73,67144927",POINT (291410.45 5044356.731)
142,"2017-09-02",,1,,,,"inconnue",1,0,"Ahuntsic-Cartierville","Valide","MFFP","oui",291997.9104,5044598.861,"45,54118687","-73,66393338",POINT (291997.9104 5044598.861)
143,"2017-09-13",,1,,,,"5",10,8.6,"Ahuntsic-Cartierville","Valide","MFFP","oui",288944.3669,5044875.972,"45,54361759","-73,70304338",POINT (288944.3669 5044875.972)
144,"2017-09-26",,1,,,,"inconnue",1,0,"Ahuntsic-Cartierville","Valide","MFFP","oui",288862.4363,5044025.725,"45,53596493","-73,70406487",POINT (288862.4363 5044025.725)
145,"2017-09-17",,1,,,,"inconnue",1,0,"Ahuntsic-Cartierville","Valide","MFFP","oui",291168.1601,5045002.763,"45,54480557","-73,6745697",POINT (291168.1601 5045002.763)
146,"2017-09-17",,1,,,,"2",5,3.6,"Ahuntsic-Cartierville","Valide","MFFP","oui",288933.6429,5044864.16,"45,54351106","-73,70318032",POINT (288933.6429 5044864.16)
147,"2017-09-07",,1,,,"nuit","inconnue",1,0,"Ahuntsic-Cartierville","Valide","MFFP","oui",293651.6345,5047073.535,"45,56348321","-73,64281356",POINT (293651.6345 5047073.535)
148,"2017-08-25",,1,,,,"5",10,8.6,"Ahuntsic-Cartierville","Valide","MFFP","oui",293018.612,5046328.363,"45,5567675","-73,65090477",POINT (293018.612 5046328.363)
149,"2017-08-22",,1,,,,"2",5,3.6,"Ahuntsic-Cartierville","Valide","MFFP","oui",291773.7249,5046507.398,"45,55835634","-73,66685491",POINT (291773.7249 5046507.398)
150,"2017-08-20",,3,,,,"inconnue",1,0,"Ahuntsic-Cartierville","Valide","MFFP","oui",292996.0839,5046638.254,"45,55955561","-73,6512008",POINT (292996.0839 5046638.254)
151,"2017-08-17",,1,,,,"5",10,8.6,"Ahuntsic-Cartierville","Valide","MFFP","oui",289995.2093,5044839.267,"45,54331043","-73,68958551",POINT (289995.2093 5044839.267)
